,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
10507,pjxshIPvWrmMvpcKsZUoZw,Broadway Ristorante & Pizzeria,12279 University Blvd,32817,28.5962786229,-81.2104225159,3.0,9,0,"Pizza, Italian, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,,True
10582,GDs0ymtRPWWHlUMBfNT5yg,Oh! Que Bueno Restaurant Grill and Bar,1125 S Semoran Blvd,32807,28.529007,-81.309886,4.0,284,1,"Latin American, Sports Bars, Bars, Restaurants, Colombian, Nightlife",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',True
10606,TU-MYM548DAVweH8Xa0OSA,Earls Kitchen + Bar,"Mall At Millenia, 4200 Conroy Rd, Unit H246",32839,28.4867266936,-81.4317177423,4.0,741,1,"Nightlife, Cocktail Bars, Restaurants, American (New), Bars",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
10680,bn_WZFGsJzNMPe-y_HTSKQ,The Vineyard,4848 S Apopka-Vineland Rd,32819,28.491336,-81.5103339956,4.0,15,0,"Restaurants, Bars, Nightlife, Tapas/Small Plates, Arts & Entertainment, Wine Bars, Music Venues",u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'beer_and_wine',False,'casual',False
10830,G5F2Y035_mVsFr4lEjp7uw,Shiso Sushi,13025 S Orange Blossom Trl,32837,28.3766722264,-81.4029509648,3.5,116,1,"Sushi Bars, Japanese, Restaurants, Seafood",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
11008,xMb-WRReCrzYFUsechldGg,Burger King,16884 E Colonial Dr,32820,28.5603392,-81.1307899,1.0,17,1,"Restaurants, Fast Food, Burgers, Hot Dogs",,,True,False,False,1.0,,True,'casual',True
11077,aTuaOslHbIM8mBeOjpiv1A,Delights of Benezit,2120 Edgewater Dr,32804,28.5708792,-81.3895393,3.5,11,0,"Food, Bakeries, Desserts, Restaurants, French",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,1.0,u'beer_and_wine',True,u'casual',False
11164,nss7KgkDYcX8vxBXFtdizw,Sbarro,4200 Conroy Rd,32839,28.4855369,-81.4315048,2.0,9,1,"Restaurants, Italian, Pizza",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,1.0,,True,,True
11217,lqpvUtcRoDY04z4VMrBTKA,Taka-Takas Deli,971 W Fairbanks Ave,32804,28.5967729,-81.3933955,4.5,7,0,"Latin American, Cuban, Food, Coffee & Tea, Grocery, Restaurants, Convenience Stores, Venezuelan",,,True,False,True,1.0,,True,'casual',False
11267,v7uGWcBqXFIre0U64RERug,Hungry Howie's Pizza & Subs,3424 Edgewater Dr,32804,28.58239,-81.390485,2.5,7,0,"Sandwiches, Restaurants, Pizza",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
11341,El3zlJQIWiNa8WtCP1C01g,Kalbi Hau5,,32835,28.5107872,-81.4828198,3.5,15,1,"Food Trucks, Food, Barbeque, Restaurants, Asian Fusion, Street Vendors",,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,,1.0,,,,False
11377,uNoxD5j0-aGar6-Pmzwa7w,Taco Bell,12555 State Rd. 535,32836,28.381670067,-81.5036759489,2.5,75,1,"Restaurants, Fast Food, Breakfast & Brunch, Tacos, Mexican, Tex-Mex",'free',"{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
11468,QiAruM_vTZIOAt8kekfYtA,The Vineyard Grill,"Ritz-Carlton Orlando Grande Lakes, 4012 Central Florida Pkwy",32837,28.405237,-81.42902,3.5,32,0,"Steakhouses, Restaurants",,,True,True,True,3.0,u'full_bar',False,u'dressy',False
11521,yIdSy5-KxI2IOYnVvtdtyg,Panaderia Y Taqueria Casas,1710 W Oak Ridge Rd,32809,28.4721251847,-81.4017247036,4.5,24,1,"Restaurants, Mexican",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',False
11555,ZRXkJWgGP54MRpbUZabCnw,Skyebird,3201 Corrine Dr,32803,28.5683585,-81.3437659,4.5,122,1,"Live/Raw Food, Juice Bars & Smoothies, Vegan, Restaurants, Farmers Market, Food, Salad",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
11572,tlb4-J-FHUgbRJusYLPfSA,Eat N Wash,1723 S Rio Grande Ave,32805,28.522985,-81.400961,4.5,29,1,"Southern, Restaurants, Seafood, Soul Food",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'none',True,'casual',True
11581,teRhnzxmGkteQp4VCzh7Cg,Chick-fil-A,2885 S Orange Ave,32806,28.5102068,-81.3757005,4.0,64,1,"Restaurants, Caterers, Chicken Wings, Event Planning & Services, Gluten-Free, Salad, American (Traditional), Chicken Shop, Fast Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
11637,1sdaEBFjucKOHIJ7SSs1BQ,The Neighborhood Eatery,231 N Magnolia Ave,32801,28.5452278,-81.3773349,4.5,124,1,"Restaurants, American (New), Korean",'free',"{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
11704,OrvPhOLNgL25ubxmqyQIgg,Checkers,6371 W Colonial Dr,32818,28.5525484,-81.4690751,1.0,11,1,"Fast Food, Burgers, Restaurants",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,False,1.0,,True,'casual',True
11804,oClSNphAnz2l6S4F5MGv3g,Atilla's Bar & Grill Turkish Kitchen,1326 N Mills Ave,32803,28.563105,-81.364789,3.5,45,0,"Steakhouses, Nightlife, Turkish, Restaurants, Mediterranean, American (Traditional), Bars",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
11841,bsFTjpkdyvzaqnMaVgoETw,Frank's Bistro,4642 S Kirkman Rd,32811,28.4946646,-81.4591049,4.5,10,0,"American (New), Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,,True,u'casual',False
11850,uhXUJUYf2oFbH3DBnCgzrQ,"Made in Italy, Kissimmee",215 Broadway,34741,28.2939521,-81.4061333,4.5,42,0,"Pizza, Restaurants, Italian",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'beer_and_wine',True,'casual',None
11909,wmi9PIUyYE59qWHrvJ5Wiw,Sebastian's Restaurant & Pizza Bar,5576 International Dr,32819,28.4620155,-81.4554997,4.0,6,0,"Restaurants, Specialty Food, Food, Italian, Pizza",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
12005,p5Iht0C9YKpYR63uVQ407A,Brazil 24 Hour,5648 International Dr,32819,28.4622109,-81.457731,3.5,18,0,"Brazilian, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',,u'casual',
12010,cTvd8p0R3qgmzobsSIY-cQ,Taverna Opa Orlando,9101 International Dr,32819,28.4321861925,-81.4703474541,4.0,885,1,"Greek, Mediterranean, Restaurants, Seafood",u'free',"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,True,True,2.0,'full_bar',True,u'casual',True
12033,9pqtIAm33b40yAlsCHEd-A,Junior Colombian Burger - South Kirkman Road,"5389 S Kirkman Rd, Ste 105",32819,28.4847121,-81.4581959,4.0,317,1,"American (Traditional), Burgers, Restaurants, Fast Food",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,u'none',True,u'casual',True
12096,rKjmHdZwwKp3bhW2NDS8vw,USTA National Campus,10000 Usta Blvd,32827,28.4002913892,-81.2791001045,4.0,16,1,"Tennis, Sporting Goods, Sports Wear, Fashion, Shopping, Active Life, Restaurants",u'free',None,True,True,,,u'beer_and_wine',True,,False
12112,NIeEhM3gyo-Xp0UO07kU1g,Rice & Company,3120 S Kirkman Rd,32811,28.5100983,-81.4598055,2.0,6,0,"Japanese, Chinese, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,2.0,u'beer_and_wine',True,u'casual',True
12118,8NB62rqOWHy3zDck4cCBhQ,A Land Remembered,9939 Universal Blvd,32819,28.4270639325,-81.4346898043,4.5,193,1,"Italian, Steakhouses, Restaurants",'free',"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': True}",True,True,True,3.0,u'full_bar',False,u'dressy',False
12131,uKiABo_fKErKRBNx_DSLwA,Palacio Chino,13898 Landstar Blvd,32824,28.3622536,-81.3667691,2.5,26,1,"Chinese, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
12140,O1GJl_z8lSsnQLvwjpZLvg,Juice'd,12 N Summerlin Ave,32801,28.5428798,-81.3686181,4.0,97,0,"Acai Bowls, Juice Bars & Smoothies, Food, Restaurants, Vegetarian",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'none',True,'casual',None
12150,Rm9NA7VXxnV7XmWpdIHyPg,Phoresh,"2751 S Chickasaw Trl, Ste 107",32829,28.508679,-81.2682728,5.0,43,1,"Restaurants, Vietnamese, Noodles",u'free',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,False,,1.0,u'none',True,,True
12240,PlQpjecKB9iq_Y48kRltfQ,Orlando Kosher On Wheels,5425 International Dr,32819,28.463306,-81.453384,4.0,5,1,"Food Trucks, Ethnic Food, Restaurants, Kosher, Middle Eastern, Food, Specialty Food",u'free',None,True,True,True,2.0,u'none',True,u'casual',True
12296,q4rhpr1WZyKRPD2pnxYVOw,Tony Roma's: Fire Grill & Lounge,7015 S Semoran Blvd,32822,28.462109,-81.308846,3.0,49,0,"Steakhouses, American (Traditional), Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
12406,BqKM8y3E9aFdxweD1_bwFA,Mr Gyros Wings & Grills,2252 S Kirkman Rd,32811,28.5169714893,-81.4619340865,4.0,15,1,"American (Traditional), Sandwiches, Restaurants, Cheesesteaks, Chicken Wings",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
12448,hOTF809grHwsqNY0G-PxhQ,Cracker Barrel Old Country Store,6699 S Semoran Blvd,32822,28.4663987,-81.308952,4.0,239,1,"Event Planning & Services, Comfort Food, Caterers, Breakfast & Brunch, Southern, Restaurants, American (Traditional)",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'none',True,'casual',True
12552,C3G-i7vmbcGxV482QvUAeA,Mr. Gyros,3725 S Orange Blossom Trl,32839,28.5048221,-81.396584,4.5,46,1,"Desserts, Salad, Greek, Restaurants, Food, Chicken Wings",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,u'none',True,u'casual',True
12577,D6l7gitv3ivmeEZSqSAjJg,Jade Bistro,2425 Edgewater Dr,32804,28.5731831,-81.3893249,3.5,65,0,"Sushi Bars, Restaurants, Chinese, Asian Fusion",'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
12581,JlT4Va7UD6kENkvuZ_OJqQ,McDonald's,12300 Lake Underhill Rd,32828,28.546257,-81.2026441097,2.0,45,1,"Food, Fast Food, Burgers, Restaurants, Coffee & Tea",'free',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
12611,17qn2zGImFOYQqMc7bGbBQ,Curbside Chef,,32868,28.5833617,-81.4761599,4.5,23,1,"Food, Food Trucks, Food Stands, Street Vendors, Dim Sum, Real Estate, Home Services, Chinese, Caterers, Kitchen Incubators, Restaurants, Asian Fusion, Specialty Food, Event Planning & Services",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',False
12640,SArgfN2Q1YGoVG8A16tiRQ,Story Book Dining at Artist Point with Snow White,901 Timberline Dr,32830,28.409557,-81.5729199,4.0,225,1,"Steakhouses, Restaurants, Seafood, American (New)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,3.0,'full_bar',False,'casual',False
12721,oInKMtOAHotvkSWCPAjP_g,Logan's Bistro,802 Virginia Dr,32803,28.5638508,-81.3671725,4.0,22,0,"American (New), Restaurants, Tapas/Small Plates",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
12739,9QkbehfbU483SOTQjdLdLQ,Graffiti Burger Bar,54 W Chruch St,32801,28.5402147286,-81.3804279664,2.5,64,0,"Salad, Nightlife, Sports Bars, Restaurants, Bars, Burgers, American (Traditional)",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'full_bar',True,'casual',False
12765,ei_mjOR61Xw6pLWzZGCywQ,Taco Rio Mexican Kitchen,707 S Semoran Blvd,32807,28.534185,-81.309548,4.5,9,1,"Restaurants, Mexican, Latin American",u'no',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,,,u'beer_and_wine',True,,True
12813,NILspEbvimiYe3I9NQIMUg,Burger King,12491 Apopka Vineland Rd,32836,28.3841766,-81.5052488,1.5,39,1,"Fast Food, Restaurants, Burgers",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
12917,7XLHH0a5B26lldstphoOLA,Wing Zone,"12090 Collegiate Way, Ste 3",32817,28.5965609,-81.2108106,2.5,26,0,"Fast Food, Sandwiches, American (New), Burgers, Restaurants, Chicken Wings",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
12935,BnPqMC1l8Wl3vjsBnPDacQ,Espetos Steakhouse,7056 S Kirkman Rd,32819,28.4600514,-81.459406,4.5,18,0,"Brazilian, Steakhouses, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,3.0,'full_bar',True,'casual',False
13065,oseNPKndpybN2ZfvXzDyWQ,Flippers Pizzeria,11062 International Dr,32821,28.40445782,-81.45698912,3.5,178,1,"Pizza, Restaurants, Sandwiches, Italian",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'beer_and_wine',True,u'casual',True
13081,KC_oDHzfiRfuXPne4PZE_w,Soprano's Ristorante Pizzeria,3990 Curry Ford Rd,32806,28.5242181,-81.3352829,3.0,26,0,"Italian, Restaurants, Pizza",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
13102,GxZSyDO9Zay0DT0-65OZsQ,Wawa,6500 South Semoran Blvd,32822,28.4694344248,-81.3106376177,4.0,73,1,"Restaurants, Automotive, Gas Stations, Coffee & Tea, Convenience Stores, Breakfast & Brunch, Sandwiches, Food",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,'beer_and_wine',True,'casual',True
13287,eqxDuCyIIITAsWBrSJrBYg,Chick-fil-A,"9333 Airport Blvd, HMS Host",32827,28.431171,-81.307685,2.5,79,1,"Restaurants, Event Planning & Services, Fast Food, Caterers",'no',"{'garage': True, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,u'none',False,u'casual',False
13302,5O-JNu-fflimpMNHYOew3Q,Paramount Lebanese Kitchen,"11325 University Blvd, Ste 206",32817,28.5982709,-81.2229969,3.5,31,0,"Lebanese, Desserts, Restaurants, Sandwiches, Middle Eastern, Food, Mediterranean",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,,True,'casual',False
13357,x8E_lcAuT9SV0OXaDwooFw,Ginza Japanese Steak & Sushi Bar,1101 E Colonial Dr,32803,28.553465,-81.36522,3.0,84,0,"Sushi Bars, Restaurants, Japanese",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
13380,Hf32W0LKC5lJZ1U0ADIC-w,Chocolate Museum & Cafe,"11701 International Dr, Ste 400",32821,28.3938344,-81.4648889,4.5,403,1,"Museums, Hotels & Travel, Cafes, Candy Stores, Coffee & Tea, Tours, Food, Desserts, Arts & Entertainment, Specialty Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',None,'casual',None
13518,nBNOci6UFJZO8bp9SnQf7A,Krystal,11052 E Colonial Dr,32817,28.5680680212,-81.2230207846,3.5,20,0,"Fast Food, Restaurants, Burgers",'free',"{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
13524,AB6k2EBadPoPoVwssTpyrQ,Silva's Market,5920 Metropolis Way,32811,28.5158449,-81.4622481,4.0,34,1,"Grocery, Meat Shops, Restaurants, Butcher, Specialty Food, Brazilian, Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',None
13594,Ad9NIIOWI-la3a2UM3W9DQ,Guacamole Mexican Grill,"2822 S Alafaya Trl, Ste 195",32828,28.511574,-81.1856239,4.5,119,1,"Mexican, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'none',True,,True
13661,pdP1xUjJXQrV8N855TU05A,McDonald's,8175 S John Young Pkwy,32819,28.4468552571,-81.4268445177,2.5,20,1,"Food, Coffee & Tea, Restaurants, Burgers, Fast Food",'free',,True,False,False,1.0,,True,'casual',True
13675,xejHIhIwTO54pA797XCzNg,Mediterranean Gourmet,"1084 Lee Rd, Ste 2",32810,28.6053889,-81.3984043,4.0,75,0,"Mediterranean, Falafel, Fast Food, Restaurants, Vegetarian, Salad, Middle Eastern, Greek, Seafood, Delis, Chicken Wings",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'none',True,u'casual',True
13697,F_Y9txiH3XcGz03ExQp3_g,Red Lobster,8003 Golden Sky Ln,32809,28.45008,-81.393477,3.5,47,1,"Restaurants, Seafood, American (Traditional)",'free',"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',True
13777,ScJgJSzj604p26xMOI8s7A,TJ's Seafood Shack,12231 E Colonial Dr,32826,28.5673974638,-81.1951875407,4.0,114,0,"Food, Restaurants, Seafood",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'beer_and_wine',True,'casual',False
13782,_0bhouvrFRc5ZnWF8pcyFw,Olives,165 S Orange Ave,32801,28.5407497,-81.3784394,4.5,49,1,"Vegan, Vegetarian, Halal, Restaurants, Mediterranean, Food, Greek",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,,u'none',True,,True
13789,BAXsTp9Z65ULp7LSffUNQg,Chicken Now,8200 Vineland Ave,32821,28.387324,-81.492445,1.5,7,1,"Chicken Wings, Fast Food, Restaurants",,,True,False,True,2.0,,True,'casual',False
13792,J2LR4k_-1hjMW9nL2kza-A,Kahuna Grill,13701 S John Young Pkwy,32837,28.36769,-81.4246749,2.5,8,0,"Caribbean, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,2.0,u'full_bar',,u'casual',
13811,Wk8cJsd8DSa7Q7FMFRU2Uw,Foodoko,13800 Veterans Way,32827,28.3654745212,-81.2749828706,4.5,10,1,"Sushi Bars, Restaurants, Ramen, Japanese, Asian Fusion",,,True,False,True,2.0,,True,'casual',False
13825,5kyEdY1kv5VsmBtJ_lKRjA,Bar Louie,7015 S Semoran Blvd,32822,28.4620462,-81.3088096,3.5,257,1,"Cocktail Bars, Nightlife, Gastropubs, Bars, American (New), Sports Bars, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
13838,i1gLM9CJAZNxOrb1EIAe3w,Larry's Giant Subs,"9161 Narcoossee Rd, Ste 106B",32827,28.4341070242,-81.2562934437,4.0,62,0,"Restaurants, Sandwiches, Breakfast & Brunch, Salad",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
